Time,Gx,Gy,Gz,Ax,Ay,Az,Pressure,Temperature,Altitude,AccX,AccY,AccZ,magX,magY,magZ,GyroX,GyroY,GyroZ,roll,pitch,yawqX,qY,qZ,linAccX,linAccY,linAccZ,GravX,GravY,GravZ
2022-03-03 23:18:12.099694,0.11,0.43,9.4,-30.375,34.0625,-53.6875,-0.001090830782496456,-0.004363323129985824,-0.002181661564992912,8.0,0.0,0.0,1.0078125,0.0,0.0,1.3900000000000001,0.41000000000000003,-0.34,0.0,0.0,9.8,981.4854363483075,29.167235908447765,267.6635524154599
2022-03-03 23:18:12.359549,0.09,0.43,9.43,-31.875,35.1875,-52.0625,-0.002181661564992912,-0.006544984694978736,-0.002181661564992912,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,0.0,-0.02,-0.36,0.11,0.43,9.790000000000001,981.5029472342935,29.20305998751428,267.59010609834
2022-03-03 23:18:12.609735,1.3800000000000001,0.42,9.42,-30.375,34.375,-52.875,-0.004363323129985824,-0.002181661564992912,0.0,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,-0.01,-0.02,-0.36,0.11,0.43,9.790000000000001,981.5133031088142,29.209776969160885,267.55152137774104
2022-03-03 23:18:12.849602,0.09,0.42,9.42,-30.75,35.1875,-51.75,0.002181661564992912,0.001090830782496456,-0.001090830782496456,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,0.0,-0.02,-0.38,0.11,0.43,9.790000000000001,981.5185538547007,29.209776969160885,267.6336955002933
2022-03-03 23:18:13.089691,0.11,0.44,9.41,-29.75,35.1875,-52.5625,-0.001090830782496456,0.0,0.001090830782496456,360.0,0.625,-2.5625,0.999755859375,-1.97760009765625,-0.0057373046875,1.28,0.0,-0.37,1.3900000000000001,0.43,9.790000000000001,981.4925912164595,29.20305998751428,267.67978767981737
2022-03-03 23:18:13.339504,0.12,0.44,9.4,-30.75,35.1875,-52.1875,0.1407171709420428,-0.003272492347489368,0.001090830782496456,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,0.0,-0.01,-0.34,0.11,0.43,9.790000000000001,981.5079063766882,29.207537976442836,267.6387016456681
2022-03-03 23:18:13.579531,1.3900000000000001,0.4,9.41,-23.5625,34.75,-51.375,-0.001090830782496456,-0.004363323129985824,-0.001090830782496456,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,1.29,-0.03,-0.36,1.3900000000000001,0.43,9.790000000000001,981.5124274545186,29.21425495110452,267.72713568196923
2022-03-03 23:18:13.809580,1.37,0.43,9.42,-30.375,35.1875,-52.5625,-0.003272492347489368,-0.002181661564992912,0.003272492347489368,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,-0.02,-0.02,-0.35000000000000003,1.3900000000000001,0.43,9.790000000000001,981.4822350553129,29.21425495110452,267.94133138506163
2022-03-03 23:18:14.049509,1.3900000000000001,0.42,9.39,-30.0625,34.75,-52.1875,0.001090830782496456,-0.001090830782496456,-0.002181661564992912,360.0,0.625,None,0.999755859375,0.02239990234375,-0.0057373046875,0.0,-0.04,-0.36,1.3900000000000001,0.43,9.790000000000001,981.4778598654716,29.207537976442836,267.6387016456681
2022-03-03 23:18:14.279515,1.3800000000000001,0.42,9.42,-30.0625,34.375,-52.25,-0.001090830782496456,0.0,0.0,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,1.28,-0.02,-0.38,1.3900000000000001,0.43,9.790000000000001,981.4925912164595,29.209776969160885,267.50793151207
2022-03-03 23:18:14.519693,0.11,0.42,9.43,-30.375,35.5625,-52.5625,0.001090830782496456,-0.002181661564992912,0.001090830782496456,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,0.01,-0.01,-0.35000000000000003,0.11,0.43,9.790000000000001,981.5073223062587,29.21425495110452,267.46684590909837
2022-03-03 23:18:14.749652,1.3900000000000001,0.42,9.4,-30.0625,33.75,-51.0625,0.0,-0.004363323129985824,0.001090830782496456,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,0.0,-0.01,-0.36,1.3900000000000001,0.43,9.790000000000001,981.4922991442118,29.209776969160885,267.5527736092174
2022-03-03 23:18:14.979512,1.3900000000000001,0.4,9.42,-22.375,35.1875,-50.6875,-0.001090830782496456,0.001090830782496456,0.001090830782496456,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,-0.01,0.0,-0.34,0.11,0.43,9.790000000000001,981.528326598091,29.207537976442836,267.81055872755456
2022-03-03 23:18:15.219658,0.13,0.4,9.43,-30.75,35.5625,-52.25,-0.002181661564992912,0.003272492347489368,0.002181661564992912,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,1.28,0.0,-0.36,1.3900000000000001,0.43,9.790000000000001,981.487486164159,29.205298982560635,267.5502695886038
2022-03-03 23:18:15.459502,1.3800000000000001,0.41000000000000003,9.43,-30.75,34.75,-52.25,0.13962634015954636,0.001090830782496456,0.0,360.0,0.625,-2.5625,0.999755859375,0.02239990234375,-0.0057373046875,0.0,-0.02,-0.35000000000000003,1.3900000000000001,0.43,9.790000000000001,981.4673580599479,29.21425495110452,267.81055872755456
